gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
1,0,0,2,2,2009-08-12 22:21:49,2012-06-14 20:45:44,244.0,1038,23.0,43.0,7.0,0,0,2.0,0.0,0.0,9.0,233.0,0.915024129447388,978
2,0,1,0,1,2014-10-03 18:42:54,2015-10-12 03:29:54,54.0,375,16.0,5.0,3.0,0,0,14.0,0.0,0.0,0.0,40.0,1.05714931610548,1074
0,0,2,1,1,2011-08-11 03:30:27,2012-08-06 04:49:09,126.0,362,26.0,26.0,0.0,0,0,7.0,3.0,18.0,11.0,87.0,0.997535302103113,994
0,0,2,2,0,2016-11-03 10:09:43,2017-01-06 22:35:49,387.0,65,34.0,206.0,26.0,0,0,1.0,6.0,11.0,30.0,305.0,1.20440316450483,647
1,1,2,3,2,2011-12-24 20:23:22,2017-10-01 19:19:33,1751.875,2109,349.0,505.875,33.5,0,0,109.0,5.0,46.0,48.0,1317.875,1.00522694513289,817
1,0,0,0,3,2006-02-23 08:24:21,2013-01-27 15:05:09,75.0,2531,36.0,37.0,0.0,1,0,31.0,0.0,4.0,0.0,37.0,0.411985187306913,297
0,0,2,0,0,2008-06-14 16:28:21,2017-05-10 03:20:14,58.0,3253,23.0,12.0,1.0,0,0,22.0,0.0,0.0,27.0,9.0,1.86500803160946,1277
1,1,2,3,1,2006-11-02 19:00:12,2017-09-29 18:39:47,1751.875,3985,349.0,505.875,33.5,0,0,29.0,20.0,18.0,53.5,1317.875,0.661673179614133,477
1,1,0,3,1,2009-08-15 23:27:42,2017-03-05 10:04:41,1751.875,2760,227.0,117.0,0.0,0,0,15.0,0.0,7.0,53.5,1317.875,0.661673179614133,477
2,2,1,0,3,2005-06-15 22:28:49,2015-02-07 18:17:40,85.0,3525,27.0,49.0,7.0,0,0,5.0,0.0,11.0,2.0,67.0,0.411985187306913,297
1,0,0,1,3,2008-03-04 01:22:07,2016-02-08 00:30:08,142.0,2898,82.0,87.0,0.0,0,0,5.0,0.0,0.0,1.0,136.0,0.594368207936839,493
1,0,0,2,1,2013-09-15 07:51:35,2017-05-11 16:07:44,246.0,1335,42.0,29.0,8.0,0,0,23.0,2.0,0.0,7.0,213.0,0.982449108801872,752
0,0,2,0,0,2016-08-30 14:02:26,2017-09-17 04:03:52,51.0,384,33.0,49.0,0.0,0,0,1.0,0.0,0.0,1.0,49.0,1.86500803160946,1277
0,0,2,0,1,2004-05-19 02:57:38,2015-11-22 21:30:34,87.0,4205,29.0,45.0,2.0,0,0,29.0,0.0,1.0,0.0,51.0,1.05714931610548,1074
0,0,2,1,1,2008-01-18 19:58:30,2016-03-15 18:54:37,199.0,2980,53.0,73.0,0.0,0,0,26.0,3.0,37.0,38.0,80.0,0.997535302103113,994
2,0,1,1,1,2007-09-20 18:50:33,2012-04-15 16:34:19,128.0,1670,53.0,59.0,3.0,0,0,25.0,20.0,3.0,24.0,28.0,0.997535302103113,994
0,0,2,1,2,2007-10-28 17:24:16,2016-10-25 08:21:50,169.0,3286,58.0,22.0,1.0,0,0,17.0,10.0,2.0,19.0,111.0,1.02771709743701,841
1,1,2,1,1,2015-01-23 21:39:58,2015-02-25 02:09:50,96.0,34,12.0,28.0,1.0,0,0,37.0,20.0,3.0,10.0,23.0,0.997535302103113,994
0,0,2,0,1,2005-12-04 04:29:58,2017-01-24 03:47:35,70.0,4070,54.0,64.0,0.0,1,0,2.0,0.0,0.0,2.0,61.0,1.05714931610548,1074
1,0,0,3,2,2006-07-15 17:52:35,2012-05-23 06:03:17,1751.875,2140,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
0,0,2,0,3,2006-02-09 00:40:40,2015-03-20 19:27:57,61.0,3327,11.0,24.0,8.0,0,0,3.0,0.0,0.0,0.0,58.0,0.411985187306913,297
2,2,1,0,1,2015-04-30 23:44:44,2017-06-26 12:32:27,76.0,789,19.0,20.0,1.0,0,1,8.0,3.0,0.0,5.0,57.0,1.05714931610548,1074
1,0,0,2,3,2005-04-07 18:53:19,2015-07-11 03:06:03,681.0,3748,92.0,465.0,33.5,0,0,14.0,20.0,43.0,24.0,546.0,0.831953524648453,917
1,1,0,3,3,2007-05-10 23:29:41,2014-12-16 03:28:58,1751.875,2778,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
0,0,2,2,1,2005-09-28 14:47:47,2014-05-25 03:55:05,291.0,3162,79.0,96.0,12.0,0,0,9.0,19.0,32.0,2.0,225.0,0.982449108801872,752
1,1,2,2,1,2007-04-03 15:56:08,2017-07-17 18:39:44,444.0,3759,85.0,342.0,33.5,0,0,2.0,1.0,0.0,2.0,402.0,0.982449108801872,752
2,2,1,3,2,2012-10-05 17:00:25,2017-10-01 22:58:11,1751.875,1823,349.0,505.875,2.0,0,0,20.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
1,1,0,1,3,2006-11-27 01:09:53,2013-06-20 17:57:45,166.0,2398,32.0,66.0,7.0,0,0,36.0,15.0,12.0,5.0,87.0,0.594368207936839,493
1,1,2,0,3,2011-09-25 20:16:25,2014-07-29 22:19:37,73.0,1039,28.0,23.0,3.0,0,0,20.0,5.0,11.0,7.0,29.0,0.411985187306913,297
0,0,2,2,3,2006-11-27 21:01:09,2015-08-26 19:22:39,316.0,3195,137.0,143.0,2.0,0,0,40.0,20.0,16.0,38.0,145.0,0.831953524648453,917
0,0,2,1,2,2015-12-18 15:30:25,2017-09-13 22:25:29,109.0,636,37.0,65.0,14.0,0,0,5.0,0.0,0.0,3.0,94.0,1.02771709743701,841
1,0,0,3,1,2015-10-05 21:31:15,2017-08-15 01:59:12,919.0,681,146.0,118.0,1.0,0,0,21.0,14.0,47.5,39.0,620.0,0.661673179614133,477
1,1,2,1,2,2008-04-16 18:24:41,2016-04-22 12:00:08,214.0,2929,93.0,105.0,4.0,0,0,14.0,3.0,5.0,7.0,178.0,1.02771709743701,841
0,0,2,1,1,2014-02-18 17:20:36,2017-07-10 03:53:13,159.0,1239,29.0,41.0,4.0,0,0,2.0,0.0,2.0,0.0,155.0,0.997535302103113,994
1,0,0,2,2,2008-09-03 18:15:10,2012-07-18 10:28:32,327.0,1415,28.0,35.0,0.0,0,0,7.0,18.0,47.5,12.0,165.0,0.915024129447388,978
1,0,0,1,3,2005-06-14 23:22:45,2017-04-08 01:56:36,117.0,4317,40.0,47.0,1.0,0,0,34.0,4.0,19.0,5.0,46.0,0.594368207936839,493
1,1,2,3,0,2011-04-16 03:35:37,2017-07-19 05:03:17,1160.0,2287,152.0,294.0,3.0,0,0,1.0,3.0,4.0,7.0,1110.0,0.865617488080534,412
0,0,2,2,2,2009-03-04 23:01:03,2016-11-11 19:15:52,362.0,2810,99.0,64.0,8.0,0,0,109.0,0.0,22.0,39.0,112.0,0.915024129447388,978
0,0,2,3,2,2006-05-27 03:12:01,2016-07-20 23:19:43,1144.0,3708,257.0,279.0,9.0,0,0,12.0,20.0,47.5,20.0,912.0,1.00522694513289,817
1,1,0,2,0,2010-11-18 17:57:15,2017-08-16 16:16:53,514.0,2464,76.0,188.0,33.5,0,0,3.0,0.0,0.0,14.0,497.0,1.20440316450483,647
0,0,2,0,0,2007-05-19 02:11:05,2016-07-31 21:18:35,73.0,3362,30.0,37.0,1.0,0,0,1.0,0.0,0.0,0.0,72.0,1.86500803160946,1277
2,0,1,2,2,2007-06-23 16:37:36,2017-07-04 12:36:46,246.0,3665,75.0,74.0,2.0,0,0,3.0,8.0,45.0,24.0,166.0,0.915024129447388,978
1,0,0,0,2,2010-10-17 12:58:46,2013-12-04 14:24:13,74.0,1145,37.0,23.0,2.0,0,0,28.0,1.0,0.0,4.0,38.0,0.800528377424059,664
1,1,2,3,1,2008-01-07 22:16:40,2013-08-01 16:44:02,1046.0,2034,349.0,33.0,3.0,0,0,13.0,3.0,20.0,9.0,764.0,0.661673179614133,477
1,1,2,2,1,2015-10-21 17:21:42,2017-09-26 01:04:27,324.0,707,57.0,116.0,2.0,0,0,10.0,0.0,12.0,26.0,268.0,0.982449108801872,752
0,0,2,2,2,2007-11-09 22:22:54,2016-08-24 23:27:53,490.0,3212,63.0,111.0,0.0,0,0,24.0,0.0,47.5,10.0,380.0,0.915024129447388,978
1,0,0,0,3,2015-05-28 05:10:10,2016-06-04 21:28:30,54.0,374,8.0,13.0,3.0,0,0,13.0,1.0,0.0,1.0,39.0,0.411985187306913,297
1,1,2,3,0,2007-08-22 13:22:13,2017-10-01 19:07:29,1751.875,3694,349.0,505.875,33.5,1,0,45.0,20.0,47.5,53.5,1317.875,0.865617488080534,412
1,1,2,3,2,2006-02-26 22:22:16,2016-04-26 09:23:46,1751.875,3713,349.0,476.0,33.5,0,0,25.0,20.0,16.0,12.0,1317.875,1.00522694513289,817
1,1,0,3,3,2010-11-22 04:37:27,2017-09-30 19:06:01,1751.875,2505,349.0,505.875,14.0,1,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,0,0,0,1,2015-01-31 00:04:32,2017-04-08 16:15:53,89.0,799,15.0,6.0,1.0,0,0,30.0,8.0,0.0,1.0,50.0,1.05714931610548,1074
0,0,2,1,1,2016-02-19 05:23:21,2016-04-05 20:32:12,112.0,47,23.0,5.0,0.0,0,0,11.0,0.0,2.0,2.0,97.0,0.997535302103113,994
1,0,0,2,0,2012-06-15 11:13:10,2013-10-11 15:44:48,348.0,484,60.0,251.0,3.0,0,0,2.0,1.0,47.5,5.0,284.0,1.20440316450483,647
0,0,2,1,1,2010-07-14 21:32:03,2013-05-21 12:55:42,159.0,1043,34.0,33.0,5.0,0,0,5.0,0.0,12.0,0.0,136.0,0.997535302103113,994
0,0,2,3,1,2011-09-26 01:55:05,2017-09-29 19:14:15,1751.875,2196,349.0,439.0,1.0,0,0,7.0,20.0,47.5,53.5,1317.875,0.661673179614133,477
1,1,2,2,2,2012-09-16 01:29:42,2015-08-06 13:41:23,277.0,1055,91.0,43.0,0.0,0,0,34.0,0.0,8.0,2.0,231.0,0.915024129447388,978
0,0,2,1,1,2004-01-13 18:29:04,2013-11-28 16:04:51,199.0,3608,71.0,89.0,17.0,0,0,26.0,5.0,5.0,6.0,156.0,0.997535302103113,994
1,0,0,3,3,2008-01-06 12:45:06,2017-02-23 11:07:15,881.0,3337,286.0,201.0,15.0,0,0,35.0,3.0,39.0,25.0,760.0,1.48165413798567,1596
1,1,2,3,2,2016-05-13 22:21:56,2017-09-23 23:21:18,1751.875,499,161.0,505.875,2.0,1,0,59.0,20.0,21.0,53.5,1317.875,1.00522694513289,817
1,1,2,1,3,2007-03-04 09:14:48,2015-08-31 14:03:07,109.0,3103,25.0,60.0,0.0,0,0,25.0,11.0,0.0,5.0,55.0,0.594368207936839,493
1,1,0,1,0,2015-04-05 02:30:14,2017-09-26 15:47:57,180.0,906,98.0,92.0,3.0,0,0,4.0,3.0,6.0,3.0,143.0,1.29126262950745,974
2,0,1,0,1,2015-02-23 17:26:11,2016-03-07 16:20:06,66.0,379,27.0,42.0,3.0,0,0,5.0,0.0,1.0,3.0,55.0,1.05714931610548,1074
1,1,2,0,2,2016-01-25 19:50:49,2016-05-11 14:49:32,65.0,108,19.0,26.0,0.0,0,0,9.0,0.0,0.0,2.0,54.0,0.800528377424059,664
1,0,0,1,1,2016-08-17 04:14:03,2016-11-23 04:56:02,135.0,99,23.0,15.0,2.0,0,0,7.0,0.0,0.0,6.0,118.0,0.997535302103113,994
1,1,0,2,3,2009-01-28 16:10:20,2016-08-03 22:45:57,293.0,2745,32.0,15.0,2.0,0,0,109.0,1.0,0.0,19.0,157.0,0.831953524648453,917
1,1,2,3,2,2011-11-05 00:58:40,2017-10-01 21:44:16,1751.875,2158,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
0,0,2,1,3,2007-07-04 17:07:48,2013-05-20 13:54:42,211.0,2148,26.0,67.0,13.0,0,0,60.0,0.0,7.0,4.0,130.0,0.594368207936839,493
1,0,0,0,3,2011-10-24 22:37:20,2017-05-30 03:23:26,72.0,2046,21.0,21.0,1.0,0,0,33.0,5.0,2.0,5.0,27.0,0.411985187306913,297
1,1,0,2,3,2010-12-14 19:55:39,2017-05-31 22:04:14,463.0,2361,73.0,191.0,2.0,0,0,57.0,4.0,0.0,1.0,312.0,0.831953524648453,917
1,1,2,2,0,2016-04-12 16:18:12,2017-07-24 04:53:44,284.0,469,60.0,71.0,12.0,0,1,10.0,1.0,11.0,5.0,245.0,1.20440316450483,647
1,0,0,1,3,2015-11-14 22:56:08,2017-07-10 19:08:11,119.0,605,33.0,29.0,1.0,0,0,25.0,0.0,0.0,0.0,38.0,0.594368207936839,493
1,1,0,1,1,2011-03-08 16:52:33,2012-01-30 12:30:15,185.0,329,85.0,32.0,0.0,0,0,12.0,0.0,12.0,8.0,149.0,0.997535302103113,994
1,0,0,2,1,2015-03-27 21:49:02,2017-09-24 02:22:29,321.0,913,65.0,35.0,4.0,0,0,2.0,0.0,0.0,0.0,68.0,0.982449108801872,752
2,2,1,1,2,2013-03-01 20:17:04,2017-08-09 18:07:00,159.0,1623,28.0,20.0,9.0,0,0,26.0,0.0,1.0,16.0,116.0,1.02771709743701,841
1,1,0,3,2,2009-05-24 09:41:50,2017-07-24 21:54:26,1315.0,2984,119.0,202.0,2.0,0,0,16.0,2.0,0.0,9.0,831.0,1.00522694513289,817
0,0,2,3,2,2006-06-09 00:20:20,2017-09-25 01:57:39,1751.875,4127,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
1,1,0,1,0,2012-09-15 02:02:33,2013-08-19 01:29:59,192.0,339,32.0,46.0,0.0,0,0,4.0,0.0,16.0,5.0,165.0,1.29126262950745,974
1,0,0,0,0,2007-08-25 12:15:14,2013-06-04 17:24:08,81.0,2111,21.0,11.0,0.0,0,0,1.0,0.0,0.0,0.0,76.0,1.86500803160946,1277
0,0,2,2,3,2008-07-22 23:30:34,2017-09-26 13:18:59,646.0,3354,274.0,318.0,17.0,0,0,92.0,10.0,43.0,15.0,463.0,0.831953524648453,917
0,0,2,1,2,2012-05-01 23:05:15,2013-06-19 07:10:36,136.0,415,11.0,19.0,5.0,0,0,27.0,0.0,5.0,1.0,92.0,1.02771709743701,841
0,0,2,0,2,2012-02-17 18:21:38,2012-03-07 21:59:40,90.0,20,9.0,39.0,0.0,0,0,13.0,3.0,16.0,4.0,47.0,0.800528377424059,664
1,1,0,2,3,2012-12-13 12:57:43,2016-04-21 20:21:33,669.0,1226,46.0,224.0,25.0,0,0,94.0,20.0,24.0,14.0,242.0,0.831953524648453,917
1,0,0,0,3,2006-03-11 17:58:59,2012-10-20 01:09:49,81.0,2416,32.0,33.0,0.0,0,0,20.0,7.0,22.0,8.0,20.0,0.411985187306913,297
1,1,0,2,3,2009-01-21 04:46:54,2012-09-23 23:32:45,621.0,1342,70.0,46.0,13.0,0,0,24.0,1.0,8.0,7.0,570.0,0.831953524648453,917
1,1,0,1,3,2016-02-26 21:56:45,2017-04-15 02:21:34,160.0,415,33.0,46.0,0.0,0,0,63.0,0.0,19.0,0.0,50.0,0.594368207936839,493
0,0,2,2,1,2004-08-03 19:56:30,2014-02-18 03:44:32,569.0,3487,140.0,277.0,32.0,0,0,13.0,20.0,47.5,17.0,419.0,0.982449108801872,752
1,1,2,0,2,2015-03-15 05:33:17,2016-07-02 02:31:52,92.0,476,8.0,15.0,1.0,0,0,4.0,0.0,2.0,2.0,84.0,0.800528377424059,664
1,1,2,3,3,2010-11-27 21:10:48,2017-09-01 17:25:43,1751.875,2471,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,1,0,1,3,2008-01-12 19:36:00,2013-09-10 15:53:07,107.0,2069,63.0,62.0,4.0,0,0,6.0,8.0,9.0,6.0,74.0,0.594368207936839,493
0,0,2,1,0,2005-06-27 19:57:53,2014-10-12 05:08:38,201.0,3395,70.0,47.0,4.0,0,0,9.0,0.0,8.0,4.0,180.0,1.29126262950745,974
0,0,2,1,1,2010-09-17 15:19:35,2017-05-03 18:36:37,138.0,2421,52.0,67.0,1.0,0,0,3.0,0.0,0.0,0.0,129.0,0.997535302103113,994
1,1,2,2,3,2013-07-06 13:15:08,2015-11-21 10:51:23,421.0,869,61.0,84.0,0.0,0,0,109.0,2.0,39.0,6.0,106.0,0.831953524648453,917
1,1,0,0,1,2006-05-11 03:37:43,2012-01-31 22:08:52,70.0,2092,16.0,18.0,1.0,0,0,6.0,0.0,0.0,0.0,64.0,1.05714931610548,1074
0,0,2,1,0,2011-11-01 10:25:33,2016-04-19 16:35:00,112.0,1632,48.0,73.0,11.0,0,0,1.0,0.0,1.0,2.0,108.0,1.29126262950745,974
1,0,0,2,2,2008-08-05 21:55:53,2012-09-08 19:15:05,393.0,1496,66.0,84.0,11.0,0,0,39.0,5.0,18.0,41.0,271.0,0.915024129447388,978
1,1,0,1,3,2007-12-05 09:10:37,2017-07-07 18:49:58,142.0,3503,44.0,26.0,0.0,0,0,97.0,0.0,2.0,1.0,28.0,0.594368207936839,493
1,1,2,2,2,2006-10-21 22:42:24,2016-12-20 17:18:15,333.0,3714,68.0,73.0,4.0,0,0,10.0,5.0,38.0,7.0,265.0,0.915024129447388,978
1,1,2,2,1,2010-05-11 05:30:36,2017-09-27 09:44:54,463.0,2697,170.0,286.0,6.0,0,0,15.0,0.0,2.0,1.0,425.0,0.982449108801872,752
0,0,2,1,2,2011-03-11 00:55:18,2012-10-28 05:00:08,117.0,598,11.0,35.0,4.0,0,0,15.0,1.0,4.0,35.0,55.0,1.02771709743701,841
1,0,0,0,1,2007-07-29 04:44:25,2017-08-27 23:40:14,81.0,3683,40.0,20.0,5.0,0,0,1.0,2.0,0.0,1.0,76.0,1.05714931610548,1074
0,0,2,0,3,2006-04-16 19:10:35,2013-06-29 00:29:41,83.0,2632,35.0,25.0,2.0,0,0,27.0,0.0,1.0,7.0,48.0,0.411985187306913,297
0,0,2,1,0,2014-07-25 12:12:16,2015-10-05 18:12:58,123.0,438,13.0,10.0,2.0,0,0,15.0,0.0,0.0,7.0,101.0,1.29126262950745,974
0,0,2,0,2,2017-06-22 16:55:36,2017-09-19 22:19:52,58.0,90,10.0,13.0,2.0,0,0,6.0,0.0,2.0,2.0,37.0,0.800528377424059,664
0,0,2,1,2,2008-10-30 23:48:47,2012-08-18 02:32:49,184.0,1389,55.0,47.0,18.0,0,0,67.0,0.0,0.0,7.0,106.0,1.02771709743701,841
0,0,2,2,1,2006-12-06 18:25:16,2017-08-12 13:19:24,242.0,3903,92.0,69.0,18.0,0,0,7.0,1.0,19.0,10.0,198.0,0.982449108801872,752
0,0,2,1,1,2006-01-16 20:54:17,2014-12-28 18:01:47,166.0,3269,66.0,95.0,4.0,0,0,15.0,16.0,30.0,24.0,75.0,0.997535302103113,994
0,0,2,0,1,2006-05-04 20:08:05,2014-03-03 21:36:10,66.0,2861,20.0,11.0,2.0,0,0,1.0,0.0,2.0,4.0,59.0,1.05714931610548,1074
0,0,2,1,0,2007-01-17 16:33:53,2015-12-27 01:09:40,195.0,3267,40.0,115.0,33.5,0,0,3.0,8.0,9.0,1.0,169.0,1.29126262950745,974
0,0,2,1,1,2006-05-10 17:14:22,2017-09-29 02:46:44,132.0,4161,76.0,68.0,5.0,0,0,3.0,11.0,2.0,19.0,97.0,0.997535302103113,994
1,1,0,1,3,2012-03-16 01:41:53,2017-05-28 18:54:42,176.0,1900,24.0,104.0,0.0,0,0,17.0,20.0,1.0,53.5,54.0,0.594368207936839,493
2,0,1,3,2,2016-11-05 04:13:32,2017-10-02 01:50:49,1751.875,332,205.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
1,1,0,3,3,2012-06-06 20:04:29,2017-02-10 01:57:57,1751.875,1711,165.0,505.875,5.0,1,0,109.0,20.0,18.0,53.5,1317.875,1.48165413798567,1596
1,1,0,1,3,2005-10-04 00:12:11,2016-08-18 03:48:00,189.0,3972,82.0,63.0,5.0,0,0,8.0,5.0,10.0,15.0,150.0,0.594368207936839,493
1,0,0,0,2,2006-04-12 12:10:33,2017-03-14 06:48:51,53.0,3990,23.0,20.0,1.0,0,0,5.0,4.0,3.0,3.0,38.0,0.800528377424059,664
1,0,0,2,2,2010-05-02 02:23:56,2015-07-02 00:20:48,260.0,1888,35.0,69.0,3.0,0,0,16.0,2.0,15.0,22.0,191.0,0.915024129447388,978
1,1,2,2,1,2011-12-27 15:13:33,2017-09-28 13:54:41,720.0,2103,134.0,321.0,1.0,0,0,3.0,0.0,0.0,5.0,350.0,0.982449108801872,752
1,1,0,0,2,2008-07-09 21:15:58,2012-09-08 17:48:12,50.0,1523,15.0,12.0,1.0,0,0,19.0,1.0,0.0,0.0,30.0,0.800528377424059,664
1,0,0,1,2,2008-12-27 16:56:46,2017-08-24 12:48:23,152.0,3163,41.0,30.0,8.0,0,0,4.0,1.0,13.0,15.0,118.0,1.02771709743701,841
0,0,2,0,2,2011-02-01 22:31:31,2013-05-28 16:07:43,83.0,848,24.0,52.0,2.0,0,0,20.0,3.0,0.0,2.0,55.0,0.800528377424059,664
0,0,2,3,0,2009-03-08 15:41:07,2017-10-01 14:23:02,1154.0,3130,152.0,140.0,1.0,0,0,1.0,0.0,47.5,0.0,1083.0,0.865617488080534,412
0,0,2,2,2,2008-11-05 22:56:41,2013-09-04 17:33:59,370.0,1765,142.0,184.0,0.0,1,0,4.0,4.0,47.5,14.0,113.0,0.915024129447388,978
1,0,0,3,3,2006-02-26 11:55:37,2017-05-07 10:34:54,1556.0,4089,187.0,232.0,33.5,0,0,45.0,3.0,47.5,52.0,1317.875,1.48165413798567,1596
1,1,2,0,1,2010-02-23 06:23:33,2012-10-20 21:19:08,50.0,971,13.0,13.0,1.0,0,0,19.0,0.0,6.0,0.0,24.0,1.05714931610548,1074
1,1,0,1,2,2009-11-14 10:01:48,2017-07-09 06:24:09,119.0,2795,22.0,8.0,2.0,0,0,3.0,0.0,0.0,0.0,116.0,1.02771709743701,841
2,0,1,2,1,2016-07-18 02:54:06,2016-08-10 16:46:59,251.0,24,20.0,140.0,4.0,0,0,5.0,0.0,0.0,0.0,240.0,0.982449108801872,752
1,0,0,3,3,2005-05-16 23:22:49,2017-09-05 16:27:04,1751.875,4496,349.0,505.875,33.5,0,0,79.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,0,0,1,1,2014-12-09 15:01:55,2017-08-06 23:09:54,111.0,972,30.0,90.0,1.0,0,0,1.0,0.0,0.0,0.0,109.0,0.997535302103113,994
1,1,0,3,2,2014-06-04 02:50:33,2017-09-29 02:35:36,1751.875,1214,349.0,505.875,16.0,0,0,7.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
0,0,2,2,2,2011-05-15 06:04:37,2016-12-09 00:04:24,536.0,2036,100.0,62.0,31.0,0,0,2.0,6.0,2.0,18.0,498.0,0.915024129447388,978
1,1,2,2,2,2013-06-14 13:13:26,2015-10-30 17:46:24,284.0,869,18.0,36.0,6.0,0,0,22.0,6.0,1.0,26.0,226.0,0.915024129447388,978
1,1,0,0,2,2005-12-28 11:03:20,2017-04-15 10:55:17,76.0,4127,29.0,33.0,2.0,0,0,10.0,2.0,19.0,5.0,34.0,0.800528377424059,664
0,0,2,3,3,2008-04-08 22:54:02,2012-09-04 06:56:37,1354.0,1611,100.0,83.0,9.0,0,0,109.0,16.0,13.0,53.5,862.0,1.48165413798567,1596
1,0,0,0,1,2010-07-18 00:10:55,2012-08-12 02:57:53,50.0,757,23.0,30.0,1.0,0,0,2.0,13.0,8.0,0.0,27.0,1.05714931610548,1074
0,0,2,3,3,2008-08-23 15:10:32,2017-04-08 21:35:05,1751.875,3151,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,1,2,2,3,2006-05-08 21:34:58,2017-08-13 20:19:09,473.0,4116,130.0,114.0,6.0,0,0,27.0,0.0,9.0,1.0,431.0,0.831953524648453,917
1,1,2,2,1,2009-12-10 15:57:59,2017-04-11 18:31:47,323.0,2680,168.0,124.0,12.0,0,0,33.0,20.0,8.0,24.0,148.0,0.982449108801872,752
0,0,2,3,2,2006-03-11 17:52:25,2015-08-22 19:09:15,1751.875,3452,349.0,505.875,9.0,1,0,1.0,2.0,47.5,53.5,1317.875,1.00522694513289,817
1,1,2,2,0,2012-11-02 21:00:42,2017-09-05 16:03:28,340.0,1769,64.0,66.0,3.0,0,0,1.0,0.0,20.0,17.0,301.0,1.20440316450483,647
1,0,0,2,1,2012-01-30 14:37:41,2017-02-21 00:17:45,281.0,1850,134.0,243.0,0.0,0,0,1.0,0.0,0.0,1.0,268.0,0.982449108801872,752
1,0,0,2,3,2007-02-26 15:00:16,2014-03-05 01:51:39,645.0,2565,58.0,42.0,15.0,0,0,109.0,0.0,1.0,6.0,420.0,0.831953524648453,917
1,0,0,2,1,2008-01-19 10:35:04,2015-11-03 19:43:43,250.0,2846,42.0,72.0,4.0,0,0,5.0,4.0,3.0,0.0,200.0,0.982449108801872,752
1,0,0,2,0,2010-02-13 17:15:29,2013-11-19 12:07:54,279.0,1376,52.0,46.0,1.0,0,0,7.0,0.0,33.0,3.0,234.0,1.20440316450483,647
1,0,0,0,1,2011-05-11 15:39:41,2015-11-22 01:32:42,73.0,1657,26.0,47.0,0.0,0,0,2.0,0.0,4.0,1.0,61.0,1.05714931610548,1074
1,0,0,2,3,2010-08-19 08:31:10,2016-06-23 17:38:49,474.0,2136,60.0,79.0,5.0,0,0,37.0,1.0,31.0,5.0,378.0,0.831953524648453,917
1,1,2,0,0,2007-04-16 20:55:41,2017-08-19 22:26:55,76.0,3779,38.0,48.0,1.0,0,0,6.0,2.0,7.0,3.0,56.0,1.86500803160946,1277
1,0,0,1,3,2005-12-24 12:06:08,2012-12-28 19:02:57,210.0,2562,103.0,111.0,8.0,0,0,47.0,5.0,39.0,5.0,101.0,0.594368207936839,493
1,0,0,2,2,2015-01-22 19:37:41,2016-07-27 19:18:12,229.0,553,32.0,51.0,3.0,0,0,109.0,1.0,13.0,3.0,78.0,0.915024129447388,978
0,0,2,2,2,2016-02-14 04:24:21,2017-08-30 02:19:20,364.0,564,89.0,168.0,24.0,0,0,19.0,0.0,0.0,3.0,307.0,0.915024129447388,978
1,1,2,1,3,2015-05-11 05:39:44,2017-08-22 23:27:34,103.0,835,22.0,45.0,1.0,0,0,9.0,6.0,2.0,21.0,63.0,0.594368207936839,493
0,0,2,3,1,2009-01-17 15:19:32,2017-09-28 22:54:29,1128.0,3177,174.0,280.0,33.5,0,0,7.0,7.0,11.0,42.0,1047.0,0.661673179614133,477
1,1,0,0,3,2011-03-29 15:37:23,2012-03-11 15:05:10,82.0,349,10.0,10.0,0.0,0,0,65.0,3.0,0.0,4.0,10.0,0.411985187306913,297
0,0,2,1,1,2012-03-09 23:40:47,2016-08-09 01:26:53,95.0,1615,17.0,55.0,1.0,0,0,5.0,3.0,1.0,2.0,84.0,0.997535302103113,994
1,1,2,3,2,2015-06-05 16:58:09,2017-04-18 00:57:22,1751.875,684,249.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
0,0,2,1,0,2008-09-28 20:40:31,2014-10-21 03:12:52,139.0,2215,24.0,10.0,1.0,0,0,2.0,5.0,4.0,45.0,83.0,1.29126262950745,974
1,1,2,3,2,2008-01-05 10:39:11,2017-08-22 09:51:31,908.0,3518,230.0,307.0,28.0,0,0,23.0,2.0,7.0,13.0,859.0,1.00522694513289,817
